restaurant_id,restaurant_name,online_orders,dine_in_orders,total_orders
9196,Chung Wah,1,0,1
7788,Dilli6 Paratha,1,0,1
968,FRYBIES,1,0,1
7823,Sweet Truth,1,0,1
8653,7 Hills Andhra Mess,1,0,1
307,Waffle-A-Go Go,1,0,1
6856,Gourmet,1,0,1
4981,Hotel Manu,1,0,1
10869,Biryani & Kabab Corner,1,0,1
4449,New Food Magic,1,0,1
5354,Biryani Mandra,1,0,1
7280,King Kong,1,0,1
11839,Indian Chicken Biryani Point,1,0,1
12355,Subway,1,0,1
1037,New Royal Treat,1,0,1
4113,Desi Foodizzz,1,0,1
8123,Sethji Home Made Food,1,0,1
11539,Juicemaker,1,0,1
783,Momo Junction,1,0,1
6740,Punjab Calling,1,0,1
3135,Desi Deck,1,0,1
7969,Eddy's Cafe,1,0,1
10267,Sweet Truth,1,0,1
11583,Watson's,1,0,1
4809,Treat,1,0,1
2106,Delitz Creamvilla Cafe,1,0,1
4954,Bistro Oui,1,0,1
10332,The Higher Taste Stores,1,0,1
7926,Copper Chimney,1,0,1
143,Darbar,1,0,1
8704,Just Bake,1,0,1
10118,Nimma Mane,1,0,1
4647,Aahar Vihar,1,0,1
11128,Lemon - The Lounge Bar,1,0,1
1644,White Horse,1,0,1
8054,Desi Chinese kitchen,1,0,1
7886,Ambur Tasty Biriyani,1,0,1
9809,Eat Well,1,0,1
5033,Sri Udupi Park,1,0,1
8781,Anda Ka Funda,1,0,1
8034,KFC,1,0,1
4958,Chai Galli,1,0,1
9082,Anu Momos Chinese Kitchen,1,0,1
1807,New Udupi Upahar,1,0,1
6355,Gelato Italiano,1,0,1
5127,The House Of Paratha,1,0,1
4467,Master Chifoo,1,0,1
370,Food Point,1,0,1
10241,Brahmins' Thatte Idli,1,0,1
6301,Chai Chowk,1,0,1
5468,Samaikya,1,0,1
8281,Frootality,1,0,1
6766,Bhojanam Restaurant,1,0,1
6148,Zeeshan,1,0,1
7740,Zaikedar Kitchen,1,0,1
2190,Sri Krishna Kitchen,1,0,1
11590,Cafe Coffee Day,1,0,1
6523,Faasos,1,0,1
156,Wahab,1,0,1
1881,Freeze It,1,0,1
1963,The Bakery World,1,0,1
8085,Lassi Shop,1,0,1
4779,Kitchen Aroma,1,0,1
2026,English Channel,1,0,1
5410,Tawa Ghar Ka,1,0,1
7600,Om Nom Thai,1,0,1
785,Faasos,1,0,1
6714,Uma Ki Rasoi,1,0,1
12250,Thalaserry Food Court,1,0,1
4464,Nanda's,1,0,1
11337,S L N Paratha Center,1,0,1
2420,Deccan Kitchen,1,0,1
8739,Durbari Restaurant,1,0,1
8015,Bharpur Aahar,1,0,1
8516,Arena - Artisanal Brewkitchen,1,0,1
7370,Upsouth,1,0,1
9131,Hungry Vihaari,1,0,1
10908,Amchoor,1,0,1
9645,Kolkata Famous Kati Rolls,1,0,1
10350,The Street Kitchen,1,0,1
3035,Xpress Biryani,1,0,1
2428,Pop Hop,1,0,1
11953,Eatery 19/5,1,0,1
820,Biryani Miya,1,0,1
2787,Pizza Hut,1,0,1
6964,Hide Out - The Golden Tulip,1,0,1
764,C. K. Mega Hot Food,1,0,1
10624,All Shook Up!,1,0,1
10217,Kaati Zone,1,0,1
3397,Nandhini Paradise,1,0,1
7108,WOW! Momo,1,0,1
5838,Food And You,1,0,1
6843,DIET Cravers,1,0,1
2124,Blue Berry Restaurant,1,0,1
6741,Hanchi Thinnuva,1,0,1
11044,MumÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂs Kitchen,1,0,1
2290,Udupi Savi Thindi,1,0,1
154,Lassi Shop,1,0,1
7015,Jodhpur Sweets,1,0,1
835,Samosa Singh,1,0,1
4969,Dhuaan,1,0,1
10168,Nature's Caff,1,0,1
10879,Cakes Wagon,1,0,1
5552,More Than Chocolates,1,0,1
9240,Kenny's Restaurant,1,0,1
1154,Once In Nature,1,0,1
691,Cakebuy,1,0,1
11647,Petoo,1,0,1
6907,Enroute,1,0,1
9940,Kanti Sweets,1,0,1
1748,Food And You,1,0,1
4555,INDULGE by InnerChef,1,0,1
9700,Biryani Miya,1,0,1
11738,Cauvery Punjabi Khana,1,0,1
3950,Whitefield Baking Company - Bengaluru Marriott Hotel...,1,0,1
2125,BOX8- Desi Meals,1,0,1
6640,Bhukkads,1,0,1
10239,Sri Maruthi Miltry Hotel,1,0,1
7880,Bangarpet Chats,1,0,1
9342,Whistling Tandoor,1,0,1
10552,Just Bake,1,0,1
4579,Mad About China,1,0,1
9028,Indiana Burgers,1,0,1
6707,Petoo,1,0,1
10850,Domino's Pizza,1,0,1
8840,Impala Biryani,1,0,1
5372,Delicacy,1,0,1
11412,Mabra Family Restaurant,1,0,1
9590,New Salem Spices,1,0,1
4450,Chef Baker's,1,0,1
1732,Rajanna Military Hotel,1,0,1
6111,A2B - Adyar Ananda Bhavan,1,0,1
9017,Balle Balle Dhaba,1,0,1
9149,Aroma Spice,1,0,1
3224,The J,1,0,1
3123,Srinidhi Sagar Food Line,1,0,1
11166,Nukkad Box,1,0,1
8608,Vembanad - The Paul,1,0,1
10423,Kitty's Cafe,1,0,1
10501,LV Venkateshwara Jolada Rotti Oota,1,0,1
6674,Cake Menu,1,0,1
10169,Barista,1,0,1
10717,Sukh Sagar Express,1,0,1
8890,SLV Upahara,1,0,1
9039,Firangi Bake,1,0,1
6925,Desi Tadka,1,0,1
7182,Just Shawarma,1,0,1
2273,Baker's Home,1,0,1
162,HOT COFFEE,1,0,1
6873,Satkar,1,0,1
2403,Pizza Stop,1,0,1
4221,Chefactory Gold by Flechazo,1,0,1
7851,Mahek E Punjab,1,0,1
7480,Happy Days,1,0,1
9771,PORKEATS,1,0,1
4794,Sai Foods,1,0,1
7733,New Delicacy,1,0,1
8985,Adukkala Restaurant,1,0,1
12233,Foody Baba,1,0,1
7453,The Hub - Ibis Hotel,1,0,1
2930,Cafe Mozaic - Taj MG Road Bengaluru,1,0,1
11836,Sipp N Cool,1,0,1
8089,Sabari Juice Junction,1,0,1
11995,Mojo Pizza - 2X Toppings,1,0,1
911,Funky Punjab,1,0,1
2659,Cupcake Noggins,1,0,1
3434,Shaken & Stirred,1,0,1
7262,Sidra Eatery,1,0,1
11413,Kuttanadu Family Restaurant,1,0,1
9297,OvenTreats - Patisserie.Bistro,1,0,1
10486,Mangalore Lunch Home,1,0,1
11270,South Spicy Bites Express,1,0,1
11476,G8 Punjabi Tadka,1,0,1
2438,Nutty Squirrel,1,0,1
8576,Leon Grill,1,0,1
1089,Thejas Bhavan,1,0,1
2020,Empark Inn Restaurant,1,0,1
6891,Polo Scoops,1,0,1
4500,Mist n Creams,1,0,1
10712,McDonald's,1,0,1
9088,Cafe Bangalore,1,0,1
9079,Five Star Chicken,1,0,1
7494,Navya's,1,0,1
9804,La Mirch,1,0,1
2435,Ghar Ki Rasoi,1,0,1
2313,Uptown Sliders & Shakes,1,0,1
10229,Shuchi Ruchi,1,0,1
5034,Biryani Junction,1,0,1
3414,Ice & Spice,1,0,1
4045,Dil Punjabi,1,0,1
10396,La Heaven,1,0,1
10248,The Belgian Waffle Co.,1,0,1
8984,Bhavani Restaurant,1,0,1
9221,Thalassery Plaza,1,0,1
11605,Sagar Restaurant & Chats,1,0,1
5424,DinePost9,1,0,1
9117,The Filter Coffee,1,0,1
10224,Ovenstory Pizza,1,0,1
1582,Ingu Tengu,1,0,1
2530,Dessi Cuppa,1,0,1
10907,Indian Chaps House,1,0,1
2747,Tempteys,1,0,1
4017,Food Zone,1,0,1
11675,Donne Biryani House,1,0,1
12085,Krutunga Restaurant,1,0,1
11024,Pizza Hut,1,0,1
7322,Royal Savera,1,0,1
5399,Karahi Kitchen,1,0,1
7324,New Taj Biryani Centre,1,0,1
1722,Keventers,1,0,1
8005,BOX8- Desi Meals,1,0,1
4505,Freshkhilao,1,0,1
4300,The Dhaba,1,0,1
9119,Just Bake,1,0,1
12357,Desi Chats,1,0,1
4230,Special Biryani House,1,0,1
3985,Tandoor Box,1,0,1
6369,Lickity Garden,1,0,1
564,Bhavani Restaurant,1,0,1
6401,Arina's,1,0,1
6251,IDC Kitchen,1,0,1
2023,Taj Restaurant,1,0,1
11335,Wow! Sikkim Momo,1,0,1
2487,Rajtilak Sweets,1,0,1
8109,Crunch Pizzas,1,0,1
5686,Brew Cafe,1,0,1
3452,The Biryani Paradise,1,0,1
7937,20 Char - Sterlings MAC Hotel,1,0,1
4026,The Bahubali,1,0,1
7815,L J Iyengar Bakery,1,0,1
2377,Freshies Gourmet Salads,1,0,1
7818,Havmor - Hav Funn,1,0,1
10039,North Indian Food,1,0,1
1397,New Kabab Plaza,1,0,1
10374,Ootada Mane,1,0,1
4477,Kabab Magic,1,0,1
10093,Sports Bar - Le Meridien,1,0,1
2785,Spicy Punjabi Pharatha,1,0,1
10356,Dhadoom,1,0,1
11346,Aarti Paratha & Rolls Corner,1,0,1
1692,Starbucks,1,0,1
4566,Swad-Deshi Restaurant,1,0,1
2881,Season - Adarsh Hamilton,1,0,1
7700,Braggkit,1,0,1
11419,Hattke,1,0,1
9405,Sandesh,1,0,1
4021,Village Restaurant,1,0,1
8613,Masala Dani - The Paul,1,0,1
5803,Kataria's Home Food,1,0,1
10247,Behrouz Biryani,1,0,1
4290,The Belgian Waffle Company,1,0,1
10920,Uma's Home Food,1,0,1
11396,Boys Home,1,0,1
9316,Al Karim,1,0,1
2911,BISO - Citrus Hotels,1,0,1
9293,Biryani Treats,1,0,1
10474,Toast And Salad,1,0,1
7096,Sanjeevini Veg,1,0,1
2220,Faasos,1,0,1
3037,New Alameen Restaurant,1,0,1
5918,Hatti Punjab Di,1,0,1
9399,ILA Kitchen,1,0,1
644,Cafe Potpourri,1,0,1
11692,Gowdru Mane Bhaduta,1,0,1
6237,Mani's Dum Biryani,1,0,1
383,Pure & Natural,1,0,1
11575,Sathkar Refershments,1,0,1
11540,Bismillah Ambur Biryani,1,0,1
6558,Doof,0,2,5
8245,Little Orissa Restaurant,0,2,4
228,RS Shiv Sagar,0,2,3
13,Caf-Eleven,0,2,3
6723,Sweet Chariot,0,2,2
3258,Gokul Kuteera,0,2,2
1697,4th Tea Block,0,2,2
12284,Cream & Fudge,0,2,2
11242,Navab's,0,2,2
8104,HomeDeli Kitchen,0,2,2
6664,7 Shanghai,0,2,2
11670,Mayura 1989,0,2,2
9867,The Arabesque Cafe,0,1,3
6506,Swad 'E' Punjab,0,1,3
7332,Night Food Joint,0,1,3
791,Amritsari Kulcha Land,0,1,2
2168,Chai Point,0,1,2
10755,OKO - The Lalit Ashok Bangalore,0,1,2
459,Cafe Ajfan,0,1,2
6468,Chef Baker's,0,1,2
10493,Beijing Bites,0,1,2
10634,Amma's Pastries,0,1,2
5523,Gods Own Cafe,0,1,2
1922,Divina - Eden Park Restaurants,0,1,2
10221,South Idlis,0,1,2
2839,Madurai Idly Shop,0,1,2
364,Utsav Restaurant,0,1,2
4941,Lot Like Crepes,0,1,2
2439,Cooking Mom,0,1,2
5411,Uday Sweets,0,1,2
7119,Cafe Shawamek,0,1,2
9646,RRK Caterings Night Eatout,0,1,2
271,Mojo Pizza - 2X Toppings,0,1,2
2003,Kesar Rajasthani Parotha Point,0,1,2
5213,The Rendezvous,0,1,2
12311,Bling - The Zuri,0,1,2
10418,B52 - Sports Bar,0,1,2
844,Mother's Rasoi,0,1,2
4012,Game Of Tandoors,0,1,2
7925,The Restaurant - Coorg,0,1,2
3062,Hotel Fanoos,0,1,2
243,Subway,0,1,2
1159,Nite Out,0,1,2
12008,Sweet Truth,0,1,2
8924,Brew Bakes Cafe,0,1,2
7356,Meat And Eat,0,1,2
5405,Fritz Haber,0,1,2
5386,Tibetan Mother's Kitchen,0,1,2
6337,Coastal Creek,0,1,2
8959,Urban Bakes & Cafe,0,1,2
4911,Shri Madhuram,0,1,2
2424,Pabrai's Fresh & Naturelle Icecreams,0,1,2
3345,Fat Buddha,0,1,2
9888,Oil Pump,0,1,2
5673,7 Plates,0,1,2
6646,Wangs Kitchen,0,1,1
4560,The Big Grill,0,1,1
2054,Saarangi Express,0,1,1
8406,Bengaluru House,0,1,1
12021,Biryani Express,0,1,1
8164,Gooey & Fluffy,0,1,1
6632,Z Cafe,0,1,1
4163,Abhiruchi Andhra Mess,0,1,1
4939,YORK St.,0,1,1
10705,KFC,0,1,1
1332,Zengi Pub & Restaurant,0,1,1
10460,Donne Biriyani Angadi Mane,0,1,1
5614,Banjara Melting Pot,0,1,1
6240,Bulls N Bears - Bar Trade Xchange,0,1,1
11980,Sri Sai Palace,0,1,1
11209,Tasty Box,0,1,1
10137,The Raj Pavilion - ITC Windsor,0,1,1
9159,Sri Banashankari Donne Biriyani,0,1,1
7330,New Prashanthi Donne Biryani,0,1,1
11829,Utsava Grand,0,1,1
1501,Indian Kitchen Eateries-IKE,0,1,1
2971,The Coffee Bean & Tea Leaf,0,1,1
8915,The Roastery,0,1,1
11378,Om Sai Ram Food Junction,0,1,1
10060,Banaras Sweet House,0,1,1
10384,Baskin Robbins,0,1,1
3212,Ghar Ka Bhojan,0,1,1
6247,Axomi - Taste of Assam,0,1,1
10153,Smoor,0,1,1
1262,Bella?s Kitchen,0,1,1
7741,Meat and Eat,0,1,1
9579,Pecos Mojo,0,1,1
12201,Golden Paradise,0,1,1
4243,Dil Se Dilli,0,1,1
3407,Kamat's Palate Korner,0,1,1
1709,Dr. Bubbles,0,1,1
699,Chicken Magic,0,1,1
10878,California Burrito,0,1,1
5604,Cinnamon,0,1,1
10240,Chai Point,0,1,1
102,Cakes & Slices,0,1,1
9065,Slurpy Shakes,0,1,1
8048,Andhra Mess,0,1,1
3047,XO Belgian Waffle,0,1,1
11524,Momo Time,0,1,1
3728,Woody's,0,1,1
8076,PreRit's Food Factory,0,1,1
288,Matru Sagar,0,1,1
2116,Eating Love,0,1,1
4258,@ Biryani Central,0,1,1
11077,VSV Chettinad,0,1,1
12040,Online Cake and Flower.com,0,1,1
6627,Ambur Biriyani Classic,0,1,1
6652,EC Dine Restaurant,0,1,1
11123,Chiller's Nation - Iris Inn,0,1,1
7831,Ice Cream Buggy,0,1,1
3377,Retro Lounge Bar,0,1,1
254,Kolkata Kathi Roll's,0,1,1
6649,True South,0,1,1
3992,Eatwell Restaurant,0,1,1
4161,Al-Bek,0,1,1
8642,Zen - The Leela Palace,0,1,1
707,Shree Krishna Sannidhi,0,1,1
1585,Kailash Parbat,0,1,1
31,Sweet Truth,0,1,1
1102,Udupi Thaja Thindi,0,1,1
5559,Vintage Shack,0,1,1
12317,W XYZ - Aloft Hotel,0,1,1
4572,Treat,0,1,1
10911,Flavours24,0,1,1
10184,Ganesh Darshini,0,1,1
1448,Night Panda,0,1,1
1952,Cakeport,0,1,1
3718,Lotus Pavilion - ITC Gardenia,0,1,1
10225,Vishnu Garden,0,1,1
2208,Indori Zaika,0,1,1
1838,Rajvardhan Foods,0,1,1
7864,Chandu Dhaba,0,1,1
7526,90's,0,1,1
6256,Atta Galata,0,1,1
3456,California Burrito,0,1,1
4766,Little Black Choux,0,1,1
1743,The Belgian Waffle Co.,0,1,1
8964,Cafe 99 Kerala Mess,0,1,1
9207,The Juice Shop - Juicery And Kitchen,0,1,1
4830,Delhi Walle,0,1,1
2212,Rayalaseema Chefs,0,1,1
9299,Crunchees Cafeteria,0,1,1
2022,NV Naidu Hotel,0,1,1
12363,Mothi Restaurant,0,1,1
4234,Just Shawarma,0,1,1
7563,Kolkata Roll & Fast Food,0,1,1
171,Energy Addaa,0,1,1
11460,The Light House Restaurant,0,1,1
4951,Cafe Medley,0,1,1
5046,Dosa Plaza,0,1,1
10564,Swaadishta Restaurant,0,1,1
8013,Sagar Deluxe,0,1,1
10065,Daivik,0,1,1
5547,Fava Bistro,0,1,1
10587,Northwind,0,1,1
7295,7 to 11 Food Court,0,1,1
8096,McDonald's,0,1,1
6918,Public Cafe,0,1,1
2195,Punjabi Food Point,0,1,1
7035,The Chameleon,0,1,1
7420,Sapthagiri's Naidu Eating Point,0,1,1
3448,IceBreakers,0,1,1
7499,Mamatha Restaurant,0,1,1
12354,Meat and Eat,0,1,1
3214,Cafe Terra,0,1,1
4472,Sudhir Vada Pav & Paratha Center,0,1,1
4768,Kartik's Mithai Shoppe,0,1,1
295,South Grand,0,1,1
9886,A2B - Adyar Ananda Bhavan,0,1,1
3558,Deccan Spices,0,1,1
9731,RÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂªveur Chocolates,0,1,1
3447,Somilan Steak House,0,1,1
8195,Bangalore Durbar Fast Food,0,1,1
568,Ma-Arya Family Restaurant,0,1,1
4106,Aditya Sweets,0,1,1
76,Kolbeh,0,1,1
615,Tisano Cafe,0,1,1
9112,McDonald's,0,1,1
4492,Pot Biryani,0,1,1
6225,Myu Bar at Gilly's Redefined,0,1,1
11704,Cakeport,0,1,1
8082,Under The Tree,0,1,1
580,Shree Venkateshwara North Karnataka Hotel,0,1,1
8028,Green Pepper,0,1,1
2422,Shanghai Bistro,0,1,1
6363,CAMP TANDOOR,0,1,1
6667,Hotel Avakay,0,1,1
7749,Bengaluru House,0,1,1
3952,Tim Cafe,0,1,1
1556,Calvin's,0,1,1
9533,Chetty's Coffee,0,1,1
5435,The Rasoiya Street,0,1,1
8766,Mad Over Donuts,0,1,1
8221,Desi Bytes,0,1,1
642,Biggies Burger 'n' More,0,1,1
8949,Teapoy Mutiny,0,1,1
7731,FreshPhulka,0,1,1
11234,Biriyani Hub,0,1,1
6978,Ramdev Bhojnalaya,0,1,1
6277,The Golden Spoon Restaurant Meat & Wine,0,1,1
7406,Zayan Kabab Korner,0,1,1
4795,Five Star Chicken,0,1,1
10190,Polar Bear,0,1,1
1144,RCS Kitchen,0,1,1
155,The Fortuna,0,1,1
10861,Off D' Hook,0,1,1
7391,Ibaco,0,1,1
3634,ShakesBierre,0,1,1
8142,Chillikum,0,1,1
5751,Chef All Nite,0,1,1
10117,Hotel Raj,0,1,1
10324,Fresh Veg,0,1,1
10284,Hotel Halli Nenapu,0,1,1
95,Ayda Persian Kitchen,0,1,1
6736,Apsara Ice Cream,0,1,1
7269,Aadvik Nightfood,0,1,1
8214,Cafe Soy,0,1,1
9520,Tang of Jamaica,0,1,1
12172,Biryani Bowl,0,1,1
10219,Thalassery Restaurant,0,1,1
4260,Masala Chai,0,1,1
7750,Cake Menu,0,1,1
10198,Absolute Chinese,0,1,1
4191,Behrouz Biryani,0,1,1
6034,Bullet Biryani,0,1,1
3168,Northern Route,0,1,1
8765,The Cake Shop Mayura,0,1,1
5511,China Bowl,0,1,1
5289,Kaaram,0,1,1
1526,Amma's Pastries,0,1,1
2162,Pepperwood,0,1,1
6366,Aroma Of Asia,0,0,4
7738,Cake Dilim,0,0,3
1711,Bhukkhad Baba,0,0,3
5070,Cafe Madhura,0,0,2
47,Tasty Bytes,0,0,2
565,Zephyr,0,0,2
11086,Banchharam,0,0,2
7429,Knowhere,0,0,2
2990,Sri Ganesh Juice Junction,0,0,2
4065,Cream Stone,0,0,2
11790,Kanti Sweets,0,0,2
12113,Biryani House,0,0,2
9021,Chai Point,0,0,2
7030,Sherlock's Pub,0,0,2
9712,Big Mishra Pedha,0,0,2
9679,Biggies Burger 'n' More,0,0,2
7302,The Brekkie Shop,0,0,2
10210,Slanz Cafe,0,0,2
6239,52 Wall Street,0,0,2
11177,Udupi Deluxe,0,0,2
7936,Limelight - Royal Orchid Hotel,0,0,2
5084,Delite Chaat House,0,0,2
9779,Ande Ka Funda,0,0,2
12118,Jubli Biryani,0,0,2
7426,Subway,0,0,2
3651,Taste Of Tibet,0,0,2
11057,Swad Punjabi Dhaba,0,0,2
7185,Ahaan Restaurant,0,0,2
854,Crunch Pizzas,0,0,2
7345,Gundappa Donne Biryani,0,0,2
1726,XO Belgian Waffle,0,0,2
559,Ranganna Military Hotel,0,0,2
3990,Biryani Day,0,0,2
12059,Hotel Manu Residency,0,0,2
4904,Naati Manae,0,0,2
4004,Refresh,0,0,2
3341,The Charcoal Factory,0,0,2
8056,Brownie Heaven,0,0,2
1763,LIT Gastro Pub,0,0,2
4896,Punjab Bistro,0,0,2
1020,The Jade Kitchen,0,0,2
11573,Indira Canteen,0,0,1
385,Sip n Dine,0,0,1
1751,Vakulaa Veg Restaurant,0,0,1
10510,Shree Mahalakshmi Sweets,0,0,1
2216,Warm Oven,0,0,1
3367,The Food Dude,0,0,1
230,Harshi Super Sandwich,0,0,1
4770,KC Das - Sweet Sensation,0,0,1
4512,Taco Bell,0,0,1
1573,Donne Biriyani Mane,0,0,1
7459,La Estranger Cafe,0,0,1
2720,Rolls On Wheels,0,0,1
3762,Amnesia - The Poolside Bar,0,0,1
7046,Vms Star Biriyani,0,0,1
5287,Shree Khana Khazana,0,0,1
7255,Vijaya Gardenia,0,0,1
1040,Mahek Pizza,0,0,1
2749,Savours,0,0,1
12372,Angel's Kitchen,0,0,1
11630,Oyalo,0,0,1
3671,The Bar Stock Exchange,0,0,1
11639,Rolling Waffles,0,0,1
4993,Muthashy's,0,0,1
10317,Karavali Lunch Home,0,0,1
4550,Petoo,0,0,1
2093,The Hub - Ibis Bengaluru,0,0,1
10805,Indira Canteen,0,0,1
6564,Andhra Food Cafe (AFC),0,0,1
1923,Juicemaker,0,0,1
2906,Skylit - Citrus Hotels,0,0,1
8975,Thalis Of India,0,0,1
11296,Sholay - The Barbeque,0,0,1
11936,I-Scream'd,0,0,1
664,Empire Restaurant,0,0,1
11408,Bonbonbite,0,0,1
7458,Blk Plus Wht,0,0,1
2788,Punjabi Tadka,0,0,1
4574,The Big Spoon,0,0,1
1403,Sri Lakshmi Curries & Pickles,0,0,1
10794,Mr Savji,0,0,1
2489,Cake Delights,0,0,1
7457,Amour Fine Patisserie,0,0,1
7576,Thalassery Mess,0,0,1
10209,Lassi Shop,0,0,1
1639,Inchara,0,0,1
10057,The Fiery Indian Kitchen,0,0,1
10648,Amrith Ice Cream,0,0,1
3154,Ayda Persian Kitchen,0,0,1
2691,Nayi Dilli by Anand Sweets,0,0,1
4291,Suchithra Biryani House,0,0,1
7970,Lakeview Milkbar,0,0,1
10540,Kim Lee Restaurant,0,0,1
12247,Dinepost 9,0,0,1
8797,Delhi Ke Bawarchi,0,0,1
4312,California Burrito,0,0,1
11508,Shree Sagar,0,0,1
2506,Keerthi Restaurant,0,0,1
8836,Crunch Pizzas,0,0,1
4156,KFC,0,0,1
1211,Tongue Twisters,0,0,1
184,By 2 Coffee,0,0,1
8030,Chakh Le Foods,0,0,1
7771,Grow Fit,0,0,1
7975,Crisp Cafe,0,0,1
10426,AQNI,0,0,1
3757,Murugan Mess,0,0,1
263,Cocoa Bakes,0,0,1
4822,Amber Rush by The Pool,0,0,1
5007,Hakka Chinese Restaurant,0,0,1
11507,Kishi's Cafe,0,0,1
5381,Howrah Bridge,0,0,1
3252,Red Lantern,0,0,1
575,Basavanagudi Mylari,0,0,1
11046,Foodishq,0,0,1
260,Jalaram Sweets,0,0,1
5039,Savoury - Sea Shell Restaurant,0,0,1
9376,Cottage Loaf,0,0,1
10107,Radha Krishna Fast Food & Juice Centre,0,0,1
8254,Ammi's Biryani,0,0,1
9015,Dunkin' Donuts,0,0,1
11319,Just Bake,0,0,1
2400,Fusion Tadka,0,0,1
8141,Cake Palace,0,0,1
5316,Asha Tiffins,0,0,1
7966,The Mad Teapot,0,0,1
9379,Lassi Corner,0,0,1
3514,The Donut Baker,0,0,1
12024,Keventers,0,0,1
3713,Matsuri - The Chancery Hotel,0,0,1
5775,Keep It Straight Cafe,0,0,1
7772,Stark Bistro,0,0,1
400,Bunt's Biriyani Palace,0,0,1
5522,The Marash,0,0,1
609,Melt - Eden Park,0,0,1
3974,Rishitha Restaurant,0,0,1
3660,Burger King,0,0,1
7118,Basveshwara Khaanavali,0,0,1
4614,Decker's Lane,0,0,1
2984,eat.fit,0,0,1
938,Kalpavruksha,0,0,1
10295,Asha Sweets Centre,0,0,1
4514,JLT Food,0,0,1
9528,Vietnamese Kitchen,0,0,1
2206,Mandya Gowdru Donne Biriyani,0,0,1
2309,Ajwa Thalassery Biryani,0,0,1
1212,Hot Rolls & House Of Kebabs,0,0,1
6510,Amaravathi Mess,0,0,1
10574,Sbarro,0,0,1
7988,Talk Over Table,0,0,1
8727,Anjappar,0,0,1
2141,XO Belgian Waffle,0,0,1
8169,Ramji Chaiwale,0,0,1
9022,World In A Bowl,0,0,1
4460,Baskin Robbins,0,0,1
7132,Punjabi Dhaba And Family Restaurant,0,0,1
2151,Reddy's Restaurant,0,0,1
11039,Sorse,0,0,1
5188,Abhiruchi Hotel,0,0,1
1266,Lalchee's Rasoi,0,0,1
10127,Swagath Restaurant,0,0,1
8828,Chination,0,0,1
9654,Nutri Fit,0,0,1
638,Dialogues,0,0,1
7110,Grand Taj Durbar,0,0,1
10636,Bun World,0,0,1
3079,Eden Park,0,0,1
3124,Jars,0,0,1
2891,South Parade - The Chancery Hotel,0,0,1
11695,Shradhi Lunch Home,0,0,1
104,Coffee Shopee,0,0,1
5505,Dhaba Bytes,0,0,1
8138,Jenisha Green View Restaurant,0,0,1
9693,Ovenstory Pizza,0,0,1
5314,Dreams Cafe - All Day English Food St.,0,0,1
6868,Vasu Biriyani Paradise,0,0,1
12428,Bhagini,0,0,1
11842,Donne Biriyani Mane,0,0,1
8862,Food Singh,0,0,1
5841,Biryani Knights,0,0,1
578,Pramukh Family Restaurant,0,0,1
11659,Beijing Bites,0,0,1
1157,Dream a Dozen,0,0,1
895,Chow San,0,0,1
2137,Punjabi Dawat,0,0,1
6636,The Mirchi,0,0,1
6936,Ayesha Hotel,0,0,1
6882,Eatsy,0,0,1
7624,Foxtail Rodeo,0,0,1
367,Sri Krishna Aramane,0,0,1
4487,Andhra Ruchulu,0,0,1
11009,Treat Kitchen,0,0,1
244,Daal Roti,0,0,1
2154,Kanti Sweets,0,0,1
2894,Northern Gate- Gateway Hotel,0,0,1
3086,Pind Balluchi,0,0,1
10408,Rayalaseema Ruchulu,0,0,1
1401,Rara Avis,0,0,1
7,Rosewood International Hotel - Bar & Restaurant,0,0,1
8006,Sree Spicy Hub,0,0,1
7422,Sri Devi Cafe,0,0,1
9933,Pathaan Sir,0,0,1
178,Shakes Theory,0,0,1
12212,The Pastry Inn,0,0,1
604,Sattvam,0,0,1
4982,Chettayees,0,0,1
9673,Hungry Travellers Cafe,0,0,1
10789,Priyadarshini Veg,0,0,1
6459,Bamboo Shades,0,0,1
2855,Just Shawarma,0,0,1
611,Spice Code,0,0,1
9127,The Fiery Indian Kitchen,0,0,1
4843,New Udupi Delicacy,0,0,1
10401,Will Way Burgers,0,0,1
9063,Thanco's Natural Ice Cream,0,0,1
8813,Chilly N Chicken,0,0,1
3068,Chetty's Coffee,0,0,1
5913,Baba Da Dhaba,0,0,1
60,Chinese Kitchen,0,0,1
4499,Chinese Street,0,0,1
10297,Prateeksha Natural Ice Cream,0,0,1
774,Roll Over,0,0,1
2915,Trick Or Treat,0,0,1
10884,Indiana Burgers,0,0,1
3924,The Restaurant,0,0,1
2207,Marwari Basa,0,0,1
7460,Smally's Resto Cafe,0,0,1
97,Polar Bear,0,0,1
11907,Chaska Box,0,0,1
8677,Cafe Coffee Day,0,0,1
11305,Just@99,0,0,1
1492,Kamat Swaad,0,0,1
8047,PurpleBasil.in,0,0,1
4692,Maashpacheez,0,0,1
6853,S R Andhra Mess,0,0,1
9685,Chaai Resto,0,0,1
10542,Nagas,0,0,1
1209,Rolls On Wheels,0,0,1
8579,Kylie's,0,0,1
8938,Yomama!!,0,0,1
2155,Fun Kitchen,0,0,1
3349,Midnight Eats,0,0,1
915,Zeeshan,0,0,1
9210,SV Indian Restaurant,0,0,1
6282,Tibbs Frankie,0,0,1
8979,Krispy Kreme,0,0,1
