restaurant_id,restaurant_name,total_revenue,total_orders,avg_order_value
10927,Tintin Da Dhaba,830.78,1,830.78
8028,Green Pepper,829.08,1,829.08
3397,Nandhini Paradise,827.4,1,827.4
4176,Nizam's Biryani House,826.5,2,413.25
2261,Manchow,826.3,3,275.43
3203,Crunch Pizzas,826.2,3,275.4
11277,Flavours Inn,826.2,2,413.1
3910,The Square Table,825.3,2,412.65
3190,Bean Flickers,825.12,3,275.04
9962,Bharathi Refreshments,824.96,3,274.99
1737,Peace Restaurant,824.95,3,274.98
12073,Haagen Dazs,824.86,2,412.43
8955,Coffee@Arens,823.91,3,274.64
8133,Laddoos,822.3,2,411.15
11627,Srinidhi Sagar,821.64,6,136.94
5124,1722 Urban Bistro,821.56,2,410.78
9186,Chickpet Donne Biryani House,821.46,5,164.29
9242,Anand Sweets and Savouries,821.06,3,273.69
9638,Baskin Robbins,820.7,6,136.78
1971,Natural Ice Cream,820.06,4,205.02
1769,Domino's Pizza,817.84,3,272.61
4996,Momoz,817.56,2,408.78
8977,Donne Biryani Kuteera,814.88,7,116.41
8878,Aditya Uphar,812.8,6,135.47
5016,Anand Sweets And Savouries,812.35,4,203.09
7482,Empire Restaurant,812.06,2,406.03
455,Mr. Singh Da Dhaba,811.84,5,162.37
12144,The Lighthouse Cafe,811.48,2,405.74
10023,Bombay Vada Pav Corner,811.15,9,90.13
10338,Stoned Monkey,809.88,3,269.96
11745,Amma's Pastries,809.85,3,269.95
8195,Bangalore Durbar Fast Food,808.21,1,808.21
1645,Coconut Grove,807.58,1,807.58
1778,Waffle Stories,807.56,4,201.89
59,Goa 0 Km,806.29,4,201.57
11945,Lee Momoz,806.14,3,268.71
10092,Shivaji Maratha Hotel,806.14,2,403.07
7569,Hunger Meals,805.47,2,402.74
758,Hyderabadi Bawarchi,803.94,2,401.97
9682,Tattva Cafe,803.81,2,401.91
9950,Ande Ka Funda,802.35,7,114.62
3168,Northern Route,802.16,1,802.16
11533,CakeBerries,800.56,6,133.43
2463,Brimstone Cafe,800.2,1,800.2
3903,HQ,800.0,3,266.67
11467,Kanti Sweets,799.25,1,799.25
7256,Kenny's Restaurant,798.98,3,266.33
469,Poonam Sweets,798.46,6,133.08
6779,Oasis Restaurant,797.88,1,797.88
9198,Olive Garden,797.45,3,265.82
10032,UBQ by Barbeque Nation,797.31,3,265.77
12086,Lulu's Bakery & Fast Food,796.67,2,398.34
6658,Donut Cafe,796.53,5,159.31
7928,Annapoorani,796.14,2,398.07
9785,Apsara Ice Cream,796.13,4,199.03
9003,Matsya Loka,795.28,4,198.82
6248,Mavalli Tiffin Room (MTR),793.73,3,264.58
5213,The Rendezvous,792.0,2,396.0
570,Udupi Sri Krishna Bhavan,790.84,3,263.61
11717,Zaayeqa Multi Cuisine Restaurant,789.74,2,394.87
6639,Thanima Garden Restaurant,788.08,2,394.04
4822,Amber Rush by The Pool,787.76,1,787.76
1818,By 2 Coffee,786.28,7,112.33
1564,A2B - Adyar Ananda Bhavan,784.26,3,261.42
4027,Alpha - House of Biryani & Tandoor,781.14,2,390.57
5468,Samaikya,780.54,1,780.54
4075,The Paratha Company,779.59,3,259.86
11508,Shree Sagar,778.1,1,778.1
9116,Cafe Nukkad,777.33,4,194.33
6585,Just Fresh Point,777.32,3,259.11
7346,The Gluten Free Baking Co.,776.52,2,388.26
9770,Wild Thyme Restaurant,775.11,2,387.56
3693,Sriracha,773.49,1,773.49
11754,Natural Ice Cream,772.99,5,154.6
5511,China Bowl,771.89,1,771.89
8176,Tayabbs,771.67,4,192.92
11410,Mr. Chef,771.32,3,257.11
8541,Elongo's,771.1,1,771.1
3306,Salt Mango Tree,770.74,2,385.37
1763,LIT Gastro Pub,770.67,2,385.34
1199,Kabab Treat,770.17,2,385.09
1951,Parivar,769.1,2,384.55
5301,Popsies,768.89,3,256.3
333,1980s Games Cafe,768.13,3,256.04
1758,Ross Kitchen,766.98,2,383.49
11223,Samskruthi Grand,766.9,5,153.38
1262,Bella?s Kitchen,766.8,1,766.8
859,Calorie Express,766.02,2,383.01
8585,Chakum Chukum Calcutta On A Roll,764.82,2,382.41
1799,Mug N Bean,764.5,4,191.13
7336,Sadi's Biriyani,764.38,2,382.19
9630,Grub Bucket,763.57,2,381.79
10082,IDC Kitchen,762.91,6,127.15
9193,Khyma Biryani,762.88,2,381.44
10701,Mavalli Tiffin Room (MTR),762.68,4,190.67
11730,Bansuri Sweets,762.23,5,152.45
7850,Nature's Nectar,761.81,1,761.81
7722,Cake Cafe,761.26,4,190.32
1434,Andhra Grills,760.42,1,760.42
1968,Ibaco,758.84,3,252.95
3366,Raaga,756.03,2,378.02
6607,Kettle On,754.7,2,377.35
3893,Bansuri Sweets,754.26,2,377.13
4269,Stoner,753.49,4,188.37
1508,Sampoorna,753.42,2,376.71
8915,The Roastery,752.6,1,752.6
2446,Mak n Vak - Fyn,750.21,2,375.11
11768,Westin - Vyasa Paradise,749.64,2,374.82
149,BOX8- Desi Meals,748.24,2,374.12
10876,Food Theory,747.66,1,747.66
5090,Tibetan Kitchen,746.98,2,373.49
5439,Tall Blonde French,746.59,2,373.29
3452,The Biryani Paradise,746.34,1,746.34
568,Ma-Arya Family Restaurant,745.85,1,745.85
2160,Biryani Kitchen,745.48,2,372.74
9,Penthouse Cafe,745.45,2,372.73
7227,Fanoos,742.59,5,148.52
4243,Dil Se Dilli,741.23,1,741.23
9014,Roll N Roll,741.01,3,247.0
2987,Donne Biriyani House,740.89,2,370.45
7386,Komala Refreshments,740.29,4,185.07
942,Tandoor And Spice,740.11,2,370.06
6928,Spicy Tadka,738.87,2,369.44
7011,Laddoos,737.64,4,184.41
8158,Bekal,737.01,2,368.51
6347,Keventers,734.73,2,367.37
1817,Mecaf Family Restaurant,734.5,5,146.9
3780,Vishnu Sagar,732.82,1,732.82
10451,Coastal Biryani Paradise,732.24,3,244.08
4021,Village Restaurant,731.6,1,731.6
8101,Bite Me Cupcakes,729.94,4,182.49
7498,Al-Bek,729.1,5,145.82
11479,Banashankari Restaurant,728.44,2,364.22
12341,Chai Point,726.05,3,242.02
9431,Leela's Kitchen,725.37,2,362.69
11363,Biryani Treats,725.08,3,241.69
826,Magix's Parattha Roll,724.81,2,362.41
10182,New Agarwal Bhavan,724.57,3,241.52
10945,Punjabi Tadka,723.22,3,241.07
11727,Srushti Veg,723.01,1,723.01
5405,Fritz Haber,722.11,2,361.06
9847,Hotel Feast Ambur Biriyani,722.05,5,144.41
3765,Lotus Royal Cuisine,721.08,1,721.08
1553,Cream Stone,721.05,3,240.35
10354,Kadai,720.57,2,360.28
2941,The Courtyard,720.22,2,360.11
7040,Maa Reddy's Hyderabadi Biryani House,719.25,4,179.81
11506,Donne Biryani Mane,717.56,4,179.39
7228,PurpleBasil.in,717.37,2,358.69
5494,Anupam's Coast II Coast,716.3,1,716.3
10578,Hotel Karavali Beach,716.24,2,358.12
194,Gama Gama,715.93,5,143.19
699,Chicken Magic,715.73,1,715.73
1794,Indori Chatorey,715.68,4,178.92
10158,Kalmane Koffees,715.43,3,238.48
1274,Tandoor Hut,715.4,1,715.4
3713,Matsuri - The Chancery Hotel,715.16,1,715.16
3250,C Sharp Kitchen,713.8,2,356.9
215,Bella,713.34,1,713.34
7332,Night Food Joint,713.28,3,237.76
12422,Chung Wah,713.04,1,713.04
4911,Shri Madhuram,711.68,2,355.84
2996,Khan Saheb Grills and Rolls,709.22,3,236.41
1110,Biriyani Mane,709.11,3,236.37
667,XO Belgian Waffle,708.53,5,141.71
9671,Cafe Coffee Day The Lounge,708.3,2,354.15
4502,Andhra Kafe,708.22,2,354.11
10470,Masti Masala,707.67,3,235.89
7506,Kitchens@HSR,707.39,4,176.85
8889,Ande Ka Funda,706.38,5,141.28
5505,Dhaba Bytes,706.33,1,706.33
4488,South House,706.27,2,353.14
1236,Mast Kalandar,703.93,1,703.93
10861,Off D' Hook,703.89,1,703.89
1879,Tawa Sagara,703.67,2,351.84
8059,Aathurar,703.38,3,234.46
7032,Godavari Delights,703.06,3,234.35
4012,Game Of Tandoors,703.05,2,351.53
5794,Taza Khaana,702.88,2,351.44
601,Abhiruchi Hotel,702.55,2,351.28
9679,Biggies Burger 'n' More,701.78,2,350.89
4231,Akshara,701.77,1,701.77
1734,Protein Grillhouse,701.43,2,350.72
28,Srinathji's Cafe,700.7,2,350.35
4093,Maria Taste Circle,699.75,4,174.94
4194,New Paratha Corner,699.22,2,349.61
2131,nu.tree,698.82,3,232.94
9239,Paradox Rest-O-Cafe,698.78,2,349.39
393,Swadesh Tadka,698.77,2,349.39
1875,Polamma's Mess,698.66,5,139.73
290,Sea Spice by 7 Star,697.56,2,348.78
12354,Meat and Eat,696.93,1,696.93
3341,The Charcoal Factory,695.96,2,347.98
687,Donne Biriyani House,695.93,3,231.98
12123,Nandhini Deluxe,695.88,1,695.88
15,Catch-up-ino,695.49,2,347.75
3447,Somilan Steak House,694.8,1,694.8
11927,Sana's Restaurant,693.66,2,346.83
6140,KFC,693.57,3,231.19
5166,Beijing Bites,691.67,2,345.84
4224,Chulha Chauki Da Dhaba,689.18,2,344.59
959,Brundhavana Pure Veg,689.06,2,344.53
12070,Purani Dehli,688.63,2,344.32
9039,Firangi Bake,688.41,1,688.41
12272,Karachi Bakery,687.98,3,229.33
8701,Fiero! Pizzeria,687.53,2,343.77
8583,California Burrito,685.3,2,342.65
11659,Beijing Bites,684.96,1,684.96
7749,Bengaluru House,683.82,1,683.82
6337,Coastal Creek,683.75,2,341.88
5454,Mid-Night Crunch,683.74,2,341.87
2691,Nayi Dilli by Anand Sweets,683.33,1,683.33
571,Ice Thunder,681.6,5,136.32
8727,Anjappar,681.6,1,681.6
5280,Golden Restaurant,680.44,1,680.44
11077,VSV Chettinad,679.91,1,679.91
8239,Madurai Idly Shop,679.76,6,113.29
7536,Cupcake Noggins,679.66,3,226.55
11817,Olive Tree,678.61,2,339.31
3355,Ramana's,677.55,2,338.78
2756,Oven Fresh,677.22,1,677.22
11049,Petoo,676.98,2,338.49
8008,Gurukrupa Paratha House,676.9,4,169.23
1719,Wazir's,676.46,3,225.49
9204,Sreeraj Lassi Bar,676.37,5,135.27
11646,Vayam Veg Fine Dine,675.54,2,337.77
10290,Antarastriya,675.19,5,135.04
2390,Eden Huts Restaurant,675.02,2,337.51
3378,Kick Out the Jams,674.97,2,337.49
6562,Ruchi Sagar,673.98,3,224.66
10208,Pizza Hut,672.49,1,672.49
1760,Khan Saheb Grills and Rolls,672.03,2,336.02
517,Rolls On Wheels,671.9,2,335.95
378,Food Springs,671.78,3,223.93
10176,Leon Grill,671.34,4,167.84
3407,Kamat's Palate Korner,670.07,1,670.07
9680,The Chocolate Room,670.06,3,223.35
7139,The Foodware Veg,670.0,2,335.0
6723,Sweet Chariot,669.96,2,334.98
8716,NEW SUNRISE RESTAURANTS,668.73,1,668.73
251,Karavali Family Restaurant,668.33,1,668.33
2430,Chicken Man,668.17,2,334.09
5080,Zee5 Loft,668.09,2,334.05
76,Kolbeh,667.1,1,667.1
6628,Marley's Bistro,666.97,3,222.32
7097,Marmaris,666.49,4,166.62
10249,Roy Hotel & Restaurant,663.77,2,331.89
6237,Mani's Dum Biryani,663.32,1,663.32
7177,The Sanctuary,662.7,3,220.9
12008,Sweet Truth,661.93,2,330.97
9635,Soham Bombay Masti Magic,661.7,7,94.53
2199,Pizza Hut,661.59,1,661.59
4954,Bistro Oui,661.52,1,661.52
2374,McDonald's,661.13,3,220.38
2627,PiÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ±ata,661.05,1,661.05
3047,XO Belgian Waffle,659.98,1,659.98
11851,MYCAKESHOP,659.72,3,219.91
1578,New Kabab Zone,659.2,2,329.6
401,Chai Point,658.37,2,329.19
9519,A2B - Adyar Ananda Bhavan,658.36,4,164.59
4565,Bombay Sandwich Company,657.29,2,328.65
204,Thamboola,656.86,2,328.43
11341,Lan Thai,654.83,2,327.42
6707,Petoo,653.99,1,653.99
5026,Mumbai Tiffin,653.73,3,217.91
5834,The Himalayan,652.9,1,652.9
7807,Night Panda,652.7,2,326.35
12168,New Andhra Chimney,652.53,1,652.53
8846,MyPotli,651.85,4,162.96
10347,McDonald's,650.95,3,216.98
2891,South Parade - The Chancery Hotel,650.47,1,650.47
10705,KFC,650.35,1,650.35
4737,Biryani@Bangalore,649.49,3,216.5
2937,Skoolroom,648.32,2,324.16
9850,The Midnight Kitchen,647.9,4,161.98
10634,Amma's Pastries,647.05,2,323.53
7459,La Estranger Cafe,646.81,1,646.81
10709,Sai Shakti,645.86,4,161.47
9149,Aroma Spice,645.09,1,645.09
11961,Kalmane Koffees,644.65,2,322.33
6869,Dilli 6,644.32,2,322.16
9520,Tang of Jamaica,644.14,1,644.14
4191,Behrouz Biryani,643.77,1,643.77
6346,Lassi Shop,643.33,2,321.67
11413,Kuttanadu Family Restaurant,642.73,1,642.73
6699,Reddy's Hyderabadi Biryani,642.46,2,321.23
4004,Refresh,642.29,2,321.15
10196,Keventers,641.52,4,160.38
201,Dal Tadkaa,641.18,1,641.18
11575,Sathkar Refershments,640.97,1,640.97
2500,Second Wife Cafe,640.94,2,320.47
10891,Punjab Da Zaika,640.01,2,320.01
1392,Swad Restaurant,639.27,1,639.27
10805,Indira Canteen,639.0,1,639.0
1838,Rajvardhan Foods,638.03,1,638.03
3154,Ayda Persian Kitchen,637.42,1,637.42
10699,Brahmin's Coffee Bar,637.34,6,106.22
11602,Hotel Prakruthi,636.28,4,159.07
8867,Iyengar Cake Bites,636.2,2,318.1
10448,Natural Ice Cream,636.1,4,159.03
6664,7 Shanghai,634.46,2,317.23
9306,Kabsa House,634.45,1,634.45
3485,Indy's Comfort Food,633.87,4,158.47
6739,Salt N Pepper,633.38,2,316.69
5012,Chaat Street,632.65,1,632.65
6727,Cedar Bar & Dive - Hotel Presidency,632.29,1,632.29
8624,Faasos,631.98,1,631.98
10065,Daivik,631.5,1,631.5
11313,Bikaner Sweets,630.82,5,126.16
2839,Madurai Idly Shop,630.41,2,315.21
9746,Mars Chicken Delight,630.07,3,210.02
264,Chumma Delicious,629.86,4,157.46
8838,Jethro's,629.43,3,209.81
10872,Night Panda,628.49,2,314.25
6343,Pathaan Sir,627.98,6,104.66
4065,Cream Stone,627.48,2,313.74
5436,Smise,627.01,2,313.51
191,Olive - Era,626.59,3,208.86
388,Kataria's Pakwan,626.25,2,313.13
10424,Kudla Beach,625.6,3,208.53
6352,Subway,625.39,2,312.7
2428,Pop Hop,625.06,1,625.06
3138,Hatti Kaapi,624.98,2,312.49
92,Nandhini Deluxe,624.6,1,624.6
2929,Glen's Bakehouse,624.17,3,208.06
4771,Mad Over Donuts,622.62,1,622.62
1448,Night Panda,621.79,1,621.79
661,Easy Bites,621.41,3,207.14
2510,The Vape,620.77,1,620.77
11301,Sangeeta Restaurant,619.63,4,154.91
10983,Faasos,618.83,3,206.28
8777,Karnataka Bhel House,618.3,2,309.15
2148,Barbeque Delight,617.71,2,308.86
2881,Season - Adarsh Hamilton,617.4,1,617.4
1711,Bhukkhad Baba,616.95,3,205.65
10704,Hotel Janatha,616.64,5,123.33
8672,Jeff's - Royal Orchid Hotel,616.58,1,616.58
6577,Notebook Food Court,616.31,6,102.72
2260,Inhouse Burger,614.54,3,204.85
10658,Fabelle Chocolate Boutique - ITC Windsor,614.21,1,614.21
7499,Mamatha Restaurant,613.99,1,613.99
6389,Cafe Coffee Day,613.76,1,613.76
2198,Sri Udupi Park,613.47,1,613.47
965,Tempteys,613.15,2,306.58
4574,The Big Spoon,613.11,1,613.11
4069,Sweet Truth,611.0,1,611.0
4597,Bageecha,610.92,2,305.46
11,Cafe Shuffle,610.83,2,305.41
6709,Andhra Amigos,610.52,3,203.51
4835,Faasos,610.02,2,305.01
3112,Mad Over Donuts,608.93,2,304.47
12118,Jubli Biryani,608.25,2,304.13
604,Sattvam,607.86,1,607.86
2247,Delite Chaat House,607.81,2,303.91
6359,Fullyfilled,607.73,3,202.58
5249,Chef Baker's,607.08,2,303.54
11300,Rigan Hyderabadi Bawarchi,606.83,3,202.28
8057,Sri Udupi Park,606.36,1,606.36
8069,Krispy Kreme,606.21,2,303.11
10219,Thalassery Restaurant,605.54,1,605.54
39,Chaatimes,605.41,4,151.35
7242,Sannidhi Grand,605.3,2,302.65
1579,Purani Dilli By Anand Sweets,604.99,2,302.5
7374,Anand Vihar,604.53,2,302.27
4941,Lot Like Crepes,604.09,2,302.05
891,Pizza Stop,603.33,3,201.11
2170,Bihar Ki Shan,602.79,3,200.93
4221,Chefactory Gold by Flechazo,602.12,1,602.12
8578,The Chennai Express,602.0,4,150.5
1419,Daily Bread,600.4,1,600.4
9951,Kettle & Kegs,599.1,2,299.55
11129,Kofabell,598.54,1,598.54
20,Woodee Pizza,597.25,3,199.08
10304,Santo's,597.08,1,597.08
5817,Mealsbaba,597.06,1,597.06
9486,Mugful Of Stories,596.82,4,149.2
8289,Rayalaseema Spice,596.75,2,298.38
1060,World of Waffles,596.39,3,198.8
7453,The Hub - Ibis Hotel,595.22,1,595.22
668,Swadista Aahar,595.09,2,297.54
8779,Ande Ka Funda,595.03,2,297.52
2168,Chai Point,594.24,2,297.12
216,Vennela Andhra Meals,593.61,2,296.81
9027,Panda Boy,593.13,2,296.57
2149,Basmati Restaurant,592.55,2,296.28
7739,What's Cooking,592.43,2,296.22
6682,Meat and Eat,592.05,1,592.05
445,Kapoor's Cafe,591.73,2,295.87
1947,Kamat Restaurant,590.82,2,295.41
276,Millet Mama,590.56,2,295.28
2028,Iyengar's Inn,590.48,2,295.24
5289,Kaaram,589.97,1,589.97
7821,Patville,589.93,2,294.97
5130,Friend's Cafe,589.86,2,294.93
117,Bengaluru Coffee House,589.27,4,147.32
6776,Hotel Food Zone,589.06,2,294.53
12373,Desi Bytes,589.05,1,589.05
6964,Hide Out - The Golden Tulip,588.25,1,588.25
11755,Ice Fort,587.75,4,146.94
5135,Desipun,587.7,2,293.85
4260,Masala Chai,586.69,1,586.69
7513,Nellore Abhiruchi,586.63,1,586.63
7503,Mark,586.09,2,293.04
3774,Indian Coffee House,585.6,6,97.6
9101,Sarah's,584.47,1,584.47
4484,Desi Doze,583.81,1,583.81
7926,Copper Chimney,583.31,1,583.31
6244,Sherlock's Pub,583.2,1,583.2
5908,Anjappar,582.84,2,291.42
11438,Abzain Paradise,581.77,3,193.92
1752,McDonald's,580.09,3,193.36
9867,The Arabesque Cafe,579.87,3,193.29
10986,Biryani Mane,579.78,3,193.26
8677,Cafe Coffee Day,579.38,1,579.38
67,Burger King,579.2,2,289.6
1793,Marzipan @ The Bohemian House,578.73,1,578.73
224,Kollapuri's,576.8,1,576.8
8022,Motis Kitchen,575.76,3,191.92
11946,Amma Family Restaurant,575.06,2,287.53
730,Mughlai Kitchen,574.53,1,574.53
1526,Amma's Pastries,573.6,1,573.6
2087,Opus Food Stories,573.38,2,286.69
6660,Hotel Uma Bhai,573.33,3,191.11
4025,Chinese Chaska,573.16,2,286.58
7221,Wild Range Restaurant,572.23,2,286.12
9207,The Juice Shop - Juicery And Kitchen,572.08,1,572.08
7723,Bindu Garden Bar & Restaurant,571.79,2,285.9
6766,Bhojanam Restaurant,571.59,1,571.59
7734,Indian Paratha Factory,570.89,2,285.45
9007,Sukh Sagar,570.45,1,570.45
3794,Khan Saheb Grills and Rolls,570.19,1,570.19
8364,Raat Ki Rani,569.41,1,569.41
447,Sukh Sagar,566.5,3,188.83
2266,Soup'ermanz Kitchen,566.43,3,188.81
222,Pizza Stop,566.43,2,283.22
442,Punjabi Raswada,566.21,2,283.11
12255,4700BC Popcorn,565.94,2,282.97
7073,The Elachi,564.32,2,282.16
3214,Cafe Terra,564.06,1,564.06
270,Shree Mandarathi Grand,563.38,1,563.38
174,Dev Sagar - Food Street,563.21,4,140.8
8035,Plantain Leaf,563.13,2,281.57
9262,Cake House - Story Cafe,563.01,2,281.51
6222,The Terrace at Gilly's Redefined,562.41,1,562.41
11221,Food Lounge,560.47,2,280.24
4108,Stonelicious,560.0,1,560.0
7704,Aaharam,559.36,2,279.68
10308,Thanco's Natural Ice Cream,558.99,1,558.99
7323,Lychees Restaurant,558.9,2,279.45
11254,The Hundred Food Journey,558.75,1,558.75
10224,Ovenstory Pizza,557.27,1,557.27
4155,U.P. Dhaba,557.12,3,185.71
5453,Dalma,556.79,2,278.4
9488,The Original Bistro,555.62,2,277.81
9053,WOW! Momo,555.34,3,185.11
12005,Subway,554.84,3,184.95
1347,Vasudev Adiga's,554.76,3,184.92
6419,WOW Momo,554.56,2,277.28
4265,New Punjabi Tasty Khana,554.55,2,277.28
6367,Rolls On Wheels,554.0,3,184.67
11127,Mast Biryani - Fresh Indian Kitchen,553.78,3,184.59
10396,La Heaven,553.4,1,553.4
10724,Sri Sairam's Chats and Juice,553.11,4,138.28
6499,Wakhra Swaad,552.98,3,184.33
3775,Siddappa Hotel,552.92,3,184.31
12249,Vijayawada Heights,552.8,1,552.8
5486,Lazeez,552.35,1,552.35
900,Momo Jojo,552.03,2,276.02
2124,Blue Berry Restaurant,552.02,1,552.02
3448,IceBreakers,551.73,1,551.73
148,Roll N Rock,551.33,2,275.67
7043,Unlock - The Restobar,551.22,1,551.22
11053,Strawbees,551.15,3,183.72
4505,Freshkhilao,550.8,1,550.8
2933,Cafe Kaara,550.57,1,550.57
10010,Madurai Cafe,550.05,1,550.05
2659,Cupcake Noggins,549.9,1,549.9
2116,Eating Love,549.51,1,549.51
7398,Just Bake,549.39,1,549.39
8107,Hotel Karavali,548.65,2,274.33
11962,Chef Baker's,546.41,3,182.14
1666,Owl's Kitchen,546.32,1,546.32
11056,Chopstick Kitchen,545.76,1,545.76
4461,Rafoo Chakkar,545.75,2,272.88
10864,FreshMenu,545.21,1,545.21
7750,Cake Menu,545.03,1,545.03
11326,Subhash Mess,544.98,2,272.49
578,Pramukh Family Restaurant,544.72,1,544.72
4992,Wok Paper Scissors,544.57,3,181.52
9637,Sweet Chariot,543.42,2,271.71
7,Rosewood International Hotel - Bar & Restaurant,543.4,1,543.4
2140,Phulke Ghar Ke,542.64,2,271.32
3457,Mel's Korner,542.03,1,542.03
3911,Marigold Fine Dine Restaurant,542.01,1,542.01
686,Kullad Cafe,541.85,4,135.46
7563,Kolkata Roll & Fast Food,541.35,1,541.35
11303,Shree Mahalakshmi Sweets,541.3,2,270.65
9693,Ovenstory Pizza,540.82,1,540.82
3242,The Bundle Co.,540.55,1,540.55
8735,Rolls On Wheels,540.2,3,180.07
9886,A2B - Adyar Ananda Bhavan,540.07,1,540.07
4013,Mojo Pizza - 2X Toppings,539.76,2,269.88
11466,Hotel Panchami Grand,539.6,1,539.6
3414,Ice & Spice,538.38,1,538.38
8389,Chungs Pavilion,538.05,2,269.03
6247,Axomi - Taste of Assam,537.18,1,537.18
2322,Wangs Kitchen,536.88,1,536.88
1970,Milano Ice Cream,536.83,4,134.21
2151,Reddy's Restaurant,536.03,1,536.03
11582,FNC Seafood,535.89,1,535.89
9375,Davis Bar And Restaurant,535.66,3,178.55
9339,Donne Biriyani Mane,535.55,1,535.55
9697,Goli Vada Pav No. 1,535.3,4,133.83
6667,Hotel Avakay,535.16,1,535.16
11984,Vijayas Biryani Palace,535.07,1,535.07
4897,Toscano,534.97,1,534.97
4492,Pot Biryani,534.85,1,534.85
1957,V B Bakery,534.61,5,106.92
8275,Paratha Plaza,534.43,2,267.22
287,Just Thindi,534.16,2,267.08
2299,Parrattha Ssinghh,533.54,1,533.54
4246,Khan Saheb Grills and Rolls,533.01,2,266.51
4908,Nouvelle Garden,532.4,1,532.4
11412,Mabra Family Restaurant,531.94,1,531.94
6778,NMR Multicuisine Restaurant,531.84,1,531.84
11176,Iyer Idly,530.89,5,106.18
11826,Amantrana,529.97,1,529.97
2403,Pizza Stop,529.2,1,529.2
3950,Whitefield Baking Company - Bengaluru Marriott Hotel...,528.68,1,528.68
688,Litti Twist,528.23,2,264.12
9696,WOW! Momo,528.04,2,264.02
7975,Crisp Cafe,527.62,1,527.62
12233,Foody Baba,527.5,1,527.5
7772,Stark Bistro,527.48,1,527.48
2208,Indori Zaika,526.18,1,526.18
4234,Just Shawarma,525.79,1,525.79
11302,Delight Fast Food & Restaurant,524.54,2,262.27
1351,Earth Plate Express,524.28,1,524.28
6580,Magic Bowl,523.66,2,261.83
1791,City Durbar,523.43,2,261.72
4904,Naati Manae,523.24,2,261.62
5033,Sri Udupi Park,522.59,1,522.59
2489,Cake Delights,521.94,1,521.94
1922,Divina - Eden Park Restaurants,521.41,2,260.71
1761,Desi Vdesi,520.4,3,173.47
8871,Khanasutra,520.22,2,260.11
9809,Eat Well,520.03,1,520.03
9002,Kerala Mess,519.94,2,259.97
10997,Lion King,519.5,4,129.88
8248,Bob's Restaurant,519.33,2,259.67
7385,Corner House Ice Cream,519.29,2,259.65
9169,Hotel Kakatiya,519.25,3,173.08
9197,Sri Ruchi Restuarant,519.25,2,259.63
349,Keventers,519.1,1,519.1
6553,Goli Vada Pav No. 1,518.72,2,259.36
7204,New Kairali Restaurant,517.2,3,172.4
8013,Sagar Deluxe,516.63,1,516.63
452,Rajathadri Food Fort,514.96,3,171.65
11907,Chaska Box,514.88,1,514.88
1067,Oottupura Family Restaurant,514.62,3,171.54
10211,Flavors of North,513.74,1,513.74
44,Kitchen Garden,513.61,2,256.81
970,The Foodyz,513.59,1,513.59
11539,Juicemaker,513.39,1,513.39
911,Funky Punjab,513.07,1,513.07
12172,Biryani Bowl,512.84,1,512.84
11122,Udupi Vaibhav,512.48,3,170.83
5009,Punjabi Nawabi,511.92,1,511.92
1899,Chef Master,511.44,3,170.48
10499,Pavilion Restaurant,511.39,1,511.39
7764,Swathi Spice n Ice,510.58,3,170.19
677,Midnight Mania,510.46,2,255.23
8949,Teapoy Mutiny,510.36,1,510.36
7720,Poorvika Restro Cafe,510.33,2,255.17
8765,The Cake Shop Mayura,509.96,1,509.96
9173,Hongkong Noodles,509.73,1,509.73
3913,Flavours Radha Hometel,509.12,2,254.56
10995,Grill Hut,508.82,2,254.41
2202,Punjabi Nukkad Pure Veg,508.62,2,254.31
8223,CakeZone,508.09,3,169.36
391,Anand Sweets and Savouries,507.89,1,507.89
245,The Lassi Park,507.65,4,126.91
950,Namma Kudla,507.63,3,169.21
3456,California Burrito,507.49,1,507.49
9208,Sri Sai 99 Variety Dosa,507.26,2,253.63
807,Moksha,506.86,2,253.43
10330,Waffle Stories,506.58,2,253.29
8614,Quench Bar,506.35,1,506.35
145,Sri Udupi Food Hub,506.28,2,253.14
12361,Nalaas Aapakadai,505.9,1,505.9
7209,Kanti Sweets,504.44,1,504.44
6780,Swad,504.23,2,252.12
2971,The Coffee Bean & Tea Leaf,504.09,1,504.09
9225,Huko Mukho Hangla,504.08,3,168.03
471,Polar Bear,503.94,2,251.97
8968,Paul's Dum Biryani,503.73,2,251.87
8164,Gooey & Fluffy,503.61,1,503.61
1556,Calvin's,503.17,1,503.17
2570,California Burrito,503.01,1,503.01
6378,Baskin Robbins,502.18,1,502.18
11510,Kamat Upahaar,501.54,2,250.77
7528,Apsara Ice Cream,501.43,4,125.36
2196,Punjabi Tadka,501.13,1,501.13
7741,Meat and Eat,500.67,1,500.67
2675,Swathi Deluxe,500.6,1,500.6
2788,Punjabi Tadka,500.48,1,500.48
9978,Krispy Kreme,499.35,5,99.87
9065,Slurpy Shakes,498.18,1,498.18
6532,Kolkata Kitchen,497.92,2,248.96
5445,Habibi Falafel,495.7,2,247.85
10039,North Indian Food,495.64,1,495.64
11829,Utsava Grand,494.98,1,494.98
99,Mane Thindi,494.93,3,164.98
2988,Leon Grill,494.37,2,247.19
8974,Nandhini,493.95,2,246.98
4844,Thalassery Restaurant,493.63,1,493.63
10664,"Cinnamon - Renaissance Hotel, Bengaluru",493.46,3,164.49
