candidate_id,years_experience,current_title,skills,education_level,university,previous_companies,certifications,english_proficiency,expected_salary,candidate_location,willing_to_relocate,profile_completeness,account_created_date
21725,2.0,Junior Web Developer,Git|Python|GCP|TypeScript|LightGBM,PhD,,,GCP-PCA,A1,79382.17841827415,Qom,No,73,2021-09-15
21726,2.0,Junior Web Developer,Redux|Python|Webpack|dbt|Angular|SASS|Testing,Master,Generic State University 32,Generic Tech Co 95,Terraform-Associate|Docker-Certified|AWS-SAP,,56667.55294127099,Toronto,No,88,2023-10-08
21727,6.0,Director of Engineering,TensorFlow|Tailwind|Tableau|Express|Docker|GCP|Pandas|Spring|LightGBM|PySpark,Bachelor,Generic State University 48,Generic Tech Co 61|Generic Tech Co 95|Generic Tech Co 54|Generic Tech Co 70|Generic Tech Co 82,Agile-Certified|AWS-DevOps,B1,65273.98972777097,Munich,No,100,2022-02-16
21728,6.0,Senior Backend Developer,TensorFlow|Tailwind|Grafana|RabbitMQ|MongoDB|Webpack|MySQL|SQL,Master,,Generic Tech Co 84|Generic Tech Co 45,AWS-CSA|AWS-DOP|AWS-DevOps,Intermediate,87311.61132923813,Qom,No,86,2021-05-03
21729,4.0,Solutions Architect (Senior),React|C#|Tableau|Node.js|Scikit-learn,Bachelor,Online University I,Generic Tech Co 26|Generic Tech Co 93|Generic Tech Co 90|Generic Tech Co 80|Generic Tech Co 21,GCP-PCA|Docker-Certified,A1,58498.12891190348,Singapore,Yes,94,2021-04-30
21730,3.0,Senior Full Stack Developer,Azure|MongoDB|Prometheus|Kubernetes|XGBoost|Communication|NumPy|AWS,Bachelor,Generic State University 19,Generic Tech Co 58|Generic Tech Co 53,PCI-DSS,B2,72252.77416140749,Hamburg,,100,2022-08-06
21731,5.0,Database Administrator,JavaScript|Azure|Tableau|Next.js|FastAPI|Ansible|dbt|Redis|Problem-Solving|AWS,Bachelor,,,,,63276.56572274211,Tokyo,Yes,45,2022-11-09
21732,4.0,Senior ML Engineer,Python|Next.js|Docker|XGBoost|Scikit-learn|YAML|R,High School,Online University E,,Agile-Certified,Upper-Intermediate,77604.59764109591,Isfahan,Yes,88,2021-05-26
21733,9.0,Junior Frontend Developer,TensorFlow|Python|Airflow|Next.js|Vue|Nginx,High School,Online University Y,Generic Tech Co 77|Generic Tech Co 17|Generic Tech Co 82,Scrum-Master,Upper-Intermediate,94225.92942148088,Singapore,Yes,100,2022-04-05
21734,,Senior Data Scientist,Redux|JSON|Azure|Kafka|Grafana|Next.js|Prometheus|SASS|Spark|Nginx|Kubernetes,High School,Generic State University 14,,,B2,93201.177290863,Amsterdam,No,63,2024-02-04
21735,16.0,Software Engineer,Python|RabbitMQ|Node.js|Docker|Angular|Spark|Spring|Go|Linux,Bachelor,,Generic Tech Co 29|Generic Tech Co 67|Generic Tech Co 97|Generic Tech Co 51|Generic Tech Co 82,CFA|AWS-DOP|Docker-Certified|Azure-AZ900,A2,186809.23037938998,Toronto,Yes,87,2023-07-17
21736,9.0,ML Engineer,Redux|Node.js|MongoDB|Power BI|GCP|Ansible|Communication|Django|NumPy,Master,University College London,Generic Tech Co 7|Virgool|Generic Tech Co 80|Generic Tech Co 44|Generic Tech Co 98,Agile-Certified|Docker-Certified,Intermediate,128142.21887962507,Hamburg,No,100,2023-01-19
21737,12.0,Full Stack Developer,Azure|Tailwind|Scrum|Tableau|Angular,Bachelor,Generic State University 95,Generic Tech Co 29|Generic Tech Co 10|Generic Tech Co 35,Terraform-Associate,Upper-Intermediate,124708.94230310098,Boston ,No,99,2021-01-20
21738,0.0,Software Engineer,Redux|React|JavaScript|PyTorch|Node.js|Flask|Svelte|XGBoost|Redis|Problem-Solving|Nginx|HTML,Bachelor,Online University L,,CFA|HIPAA|GCP-PCA|Azure-AZ900,Beginner,60135.48584039061,Mashhad,Yes,87,2022-01-12
21739,25.0,Senior ML Engineer,Redux|Scikit-learn|PySpark|TypeScript,High School,,Generic Tech Co 57|Generic Tech Co 58|Generic Tech Co 6|Generic Tech Co 50|Generic Tech Co 39|Generic Tech Co 70,CFA|Kubernetes-CKA|PCI-DSS,B1,234569.50779500563,Tokyo,No,81,2020-09-05
21740,,Solutions Architect,Kafka|CICD|Grafana|Airflow|Docker|MySQL|Vue|GitLab-CI|LightGBM|R,Bachelor,,Generic Tech Co 47|Generic Tech Co 65,CFA|Kubernetes-CKAD,A2,105422.3405631248,Isfahan,Yes,69,2020-11-13
21741,5.0,Senior Backend Developer,Redux|FastAPI|RabbitMQ|Express|Power BI|PostgreSQL|dbt|Kubernetes|Linux|HTML,Bachelor,Online University P,Generic Tech Co 35|Generic Tech Co 50|Generic Tech Co 84|Generic Tech Co 5|Generic Tech Co 83,PMP|Docker-Certified|CISSP,A2,72898.19981564622,Qom,,100,2022-11-17
21742,3.0,CTO,TensorFlow|JSON|Tableau|GraphQL|MongoDB|Express|CSS|Angular|Django|Linux|PySpark|HTML,Master,Generic State University 25,,,B1,49101.89146028005,Qom,Yes,73,2021-03-29
21743,9.0,Junior Backend Developer  ,React|Tableau|Next.js|LightGBM|Linux,Bachelor,,,,Fluent,156643.35369998388,Vancouver,Yes,66,2023-01-01
21744,4.0,ML Engineer,Node.js|Scikit-learn|Python|PyTorch,Bachelor,Generic State University 56,,,C2,54237.368804242964,Boston,No,73,2021-11-26
21745,12.0,ML Engineer,React|Terraform|SQL|PySpark,Bachelor,Generic State University 87,Generic Tech Co 34|Generic Tech Co 37,,Upper-Intermediate,162071.92534265007,Manchester,Yes,92,2021-10-21
21746,6.0,Solutions Architect (Senior),Agile|Scrum|Tailwind|Next.js|MongoDB|Docker|MySQL,Bachelor,Generic State University 83,Generic Tech Co 63|Generic Tech Co 59|Generic Tech Co 73,Azure-AZ305|Azure-AZ104|GCP-ACE,A2,105434.16853559091,New York,Yes,99,2020-07-28
21747,6.0,Principal Engineer,Redux|Flask|Docker|Pandas|R,Bachelor,,Generic Tech Co 24|Meta|Generic Tech Co 33|Generic Tech Co 31,,A2,83303.98050443099,Mashhad,Yes,77,2023-04-15
21748,6.0,Frontend Developer,Redux|Python|Airflow|MongoDB|Docker|GCP|Pandas,PhD,,,AWS-DevOps,Bilingual,74785.57497983161,Seattle,,81,2023-01-25
21749,2.0,Frontend Developer,React|C#|Communication|MySQL|SQL,Bachelor,Online University E,,,B1,56285.870524840924,Dubai,Yes,68,2021-09-07
21750,6.0,Lead Architect,Git|C#|Tailwind|MongoDB|XGBoost|HTML,Bachelor,Generic State University 96,Generic Tech Co 63|Generic Tech Co 45|Generic Tech Co 81|Generic Tech Co 87,,C1,104090.18255280989,Toronto,No,88,2023-10-22
21751,10.0,Senior Data Scientist,Redux|Angular|Nginx|Kubernetes,Master,,,,C2,138986.7068617163,Madrid,,62,2021-11-14
21752,4.0,Senior ML Engineer,Kafka|CICD|Tableau|Next.js|FastAPI|Docker|Webpack|Angular|Go,PhD,,Generic Tech Co 47|Generic Tech Co 73|Generic Tech Co 35,,A1,90753.38161643708,Karaj,No,73,2023-12-26
21753,5.0,Data Scientist,Scikit-learn|REST API|LightGBM|Kubernetes,Master,,Generic Tech Co 99|Generic Tech Co 20|Generic Tech Co 91|Generic Tech Co 85|Generic Tech Co 55|Generic Tech Co 96,,C2,67530.30038198957,Tabriz,Yes,73,2021-06-21
21754,,Head of Data,Scrum|PyTorch|Flask|PostgreSQL|MySQL|Vue|YAML,Bachelor,Generic State University 76,Generic Tech Co 91|Generic Tech Co 56|Generic Tech Co 55|Airbnb|Generic Tech Co 88,,A2,95928.06146575163,Hamburg,Yes,74,2022-05-04
21755,6.0,ENGINEERING MANAGER,C#|GraphQL|Power BI|Docker|Communication|Redis|Spark|GitLab-CI|Problem-Solving|Kubernetes,Bachelor,University of Tehran,Generic Tech Co 31,,B2,114309.36898702264,Isfahan,No,92,2022-04-14
21756,2.0,Engineering Manager,RabbitMQ|Flask|Prometheus|Svelte|XGBoost|Java|Go|LightGBM|R,High School,Generic State University 42,Generic Tech Co 50|Generic Tech Co 1|Generic Tech Co 75|Generic Tech Co 31,,A1,65317.36003068034,Tehran,No,87,2021-11-04
21757,12.0,Junior DevOps Engineer,Python|Node.js|Jenkins|Ansible|Svelte|Angular|Scikit-learn|HTML,Master,Generic State University 42,Digikala|Generic Tech Co 19|Generic Tech Co 63|Generic Tech Co 72|Generic Tech Co 98,GCP-ACE|Kubernetes-CKAD|PMP,B2,160422.19052896462,Madrid,,100,2023-06-26
21758,5.0,Junior Data Analyst,FastAPI|Node.js|Flask|SASS|Java,Bachelor,Generic State University 80,Microsoft|Generic Tech Co 45|Generic Tech Co 13|Amazon,GCP-PCA|Terraform-Associate|PCI-DSS|Azure-AZ305,C2,81391.0034327261,Tabriz,Yes,100,2021-04-16
21759,,Lead Architect,Python|Tailwind|PyTorch|Express|dbt|SASS,Master,,Generic Tech Co 99|Generic Tech Co 9|Meta|Generic Tech Co 2,,Bilingual,70930.05635061993,Vancouver,Yes,60,2020-01-26
21760,15.0,Software Developer Intern,Python|C#|Next.js|Node.js|Express|MySQL|Redis,PhD,University of Oxford,Generic Tech Co 23|Generic Tech Co 42|Generic Tech Co 39|Generic Tech Co 88,Kubernetes-CKAD,B2,177326.4504438162,Shiraz,No,100,2023-10-17
21761,4.0,Solutions Architect (Senior),Flask|PostgreSQL|Grafana|Tableau,Bachelor,,Generic Tech Co 24|Generic Tech Co 89|Generic Tech Co 60|Amazon|Generic Tech Co 4|Generic Tech Co 98,HIPAA,A2,68059.55223249439,Austin,,88,2021-10-25
21762,10.0,Junior Backend Developer,Vue|Scikit-learn|Redis|PostgreSQL,Bachelor,Generic State University 94,Generic Tech Co 81,GCP-ACE|Azure-AZ305|Azure-AZ104|Azure-AZ900,Native,116378.02225116958,Tehran,No,100,2021-02-18
21763,18.0,Data Scientist,JavaScript|Tableau|Next.js|Svelte|MySQL,PhD,Generic State University 97,Digikala|Generic Tech Co 92|Amazon|Generic Tech Co 55|Generic Tech Co 52|Generic Tech Co 64,,C1,180400.75306763954,MADRID,No,87,2020-06-10
21764,8.0,Junior ML Engineer,TensorFlow|React|Agile|CICD|Tableau|Webpack|Docker|Django|MySQL|YAML|Testing,Bachelor,Generic State University 33,Generic Tech Co 1,,Fluent,87333.38839550753,Madrid,,88,2020-12-28
21765,5.0,junior devops engineer,XGBoost|CICD|PySpark|C#,Bachelor,,Generic Tech Co 98,,C1,75678.16398454705,Tabriz,No,72,2023-03-27
21766,8.0,Junior ML Engineer,Git|CICD|Airflow|Scrum|Svelte|Pandas|MySQL|HTML,High School,Generic State University 11,Generic Tech Co 8|Generic Tech Co 15|Cafe Bazaar,,B1,88460.25563799545,Dubai,,89,2020-09-20
21767,12.0,Lead Architect,TensorFlow|Python|Agile|Next.js|Docker|Webpack|dbt|XGBoost|TypeScript|HTML,Bachelor,Generic State University 1,,,C2,131386.19193375102,Tehran,Yes,78,2021-03-02
21768,9.0,DevOps Engineer,React|Python|Ansible|TypeScript|Scikit-learn,Bachelor,,,,B1,119044.20553790065,Paris  ,Yes,64,2020-01-15
21769,6.0,Junior Software Engineer  ,Redux|Kafka|GraphQL|Power BI|GCP|SASS,Master,,Generic Tech Co 59|Generic Tech Co 61,AWS-DOP|Azure-AZ104|AWS-SAP,Fluent,118001.3631454724,Tokyo,,88,2021-02-07
21770,7.0,Junior Backend Developer,Redux|Agile|Grafana|Docker|SASS|Redis|TypeScript|GitLab-CI|NumPy|R,Bachelor,Generic State University 20,Generic Tech Co 30|Generic Tech Co 23|Generic Tech Co 20|Generic Tech Co 22|Generic Tech Co 42|Generic Tech Co 82,Agile-Certified|Docker-Certified|AWS-DevOps,C2,119220.53818285305,Istanbul,No,100,2023-01-26
21771,1.0,Data Scientist,Tailwind|Airflow|Kubernetes|Angular|Vue|PySpark|AWS,Master,Generic State University 27,,,B2,61345.001084941425,Tokyo,No,77,2024-01-03
21772,3.0,Lead Architect,React|Python|Next.js|GraphQL|Docker|PostgreSQL|Svelte|SASS|MySQL|YAML,Bachelor,,Virgool|Microsoft|Generic Tech Co 31|Generic Tech Co 43|Generic Tech Co 96|Generic Tech Co 71,Azure-AZ305|HIPAA|Docker-Certified|AWS-DevOps,B2,57501.2396263283,Istanbul,,89,2022-02-06
21773,2.0,Backend Developer,Redux|dbt|Java|Linux|HTML,Master,Online University L,Generic Tech Co 80,,C1,75079.72840784768,Istanbul,Yes,92,2021-12-26
21774,,Junior Software Engineer,Airflow|Node.js|Flask|PostgreSQL|MySQL|Spark|NumPy,Master,,Generic Tech Co 33|Virgool,,B1,66739.7874734992,Madrid,No,60,2021-05-07
21775,6.0,Data Analyst,Svelte|Java|TypeScript|Spark|Scikit-learn|LightGBM|YAML|Testing|SQL,Bachelor,Online University J,Generic Tech Co 33|Generic Tech Co 22,GCP-PCA|AWS-SAP,A2,67737.29066862876,Remote,No,99,2021-01-23
21776,4.0,VP Engineering,TensorFlow|Airflow|Tailwind|Grafana|Scrum|Express|Flask|Communication|Vue|Problem-Solving|HTML,Master,Generic State University 51,Generic Tech Co 2|Generic Tech Co 60|Generic Tech Co 18|Stripe|Generic Tech Co 8,,B1,84605.55850921363,San Francisco,No,88,2022-10-23
21777,4.0,Sr. Frontend Developer,React|Kafka|Azure|Grafana|Svelte|R,Bachelor,Generic State University 30,,Azure-AZ305|Kubernetes-CKAD|AWS-DevOps|Scrum-Master,B2,102405.94709507612,San Francisco,Yes,88,2023-05-12
21778,3.0,Full Stack Developer,Grafana|Node.js|Express|XGBoost|Communication|Java|TypeScript,Bachelor,Generic State University 27,,Kubernetes-CKAD|PCI-DSS|CISSP|AWS-CSA,A1,76498.3550924171,Seattle,No,89,2020-04-23
21779,3.0,Solutions Architect (Senior),Redux|Flask|Java|RabbitMQ,Bachelor,,,,Elementary,78685.18303405853,Singapore,Yes,63,2020-09-02
21780,5.0,Data Scientist,React|CICD|Express|PostgreSQL|Redis|Go,Master,Generic State University 5,Generic Tech Co 7|Generic Tech Co 17|Generic Tech Co 65|Generic Tech Co 11|Generic Tech Co 94|Generic Tech Co 88,,C2,99378.50682324762,Tokyo,Yes,88,2021-01-07
21781,3.0,Junior Data Analyst,Python|FastAPI|Docker|HTML|Pandas|Spring|Vue|NumPy|Linux|Kubernetes|AWS,Bachelor,Generic State University 60,,,A1,82821.99920425305,Paris,Yes,71,2021-12-11
21782,3.0,senior devops engineer,TensorFlow|Redux|JSON|Jenkins|CSS|SASS|Spark|TypeScript|Testing,High School,,Meta,Kubernetes-CKAD|HIPAA|AWS-DevOps,C2,74803.30237201537,San Francisco,No,91,2020-09-20
21783,4.0,Backend Developer,Redux|JavaScript|C#|SASS|Communication|Django|YAML|R|PySpark,High School,,Generic Tech Co 65|Generic Tech Co 8|Generic Tech Co 84|Stripe|Generic Tech Co 98,Azure-AZ305|Terraform-Associate,C2,75448.76803788806,Tehran,No,87,2022-04-12
21784,5.0,Frontend Developer,JavaScript|Power BI|Docker|Flask|Spark,Bachelor,Online University B,Generic Tech Co 46,,A2,77125.1649331907,Dubai,,96,2022-02-21
21785,6.0,Systems Engineer,Redux|Tailwind|Prometheus|Jenkins|Svelte|SASS|MySQL|R,Bachelor,Sharif University of Technology,Generic Tech Co 30|Generic Tech Co 51|Generic Tech Co 17|Generic Tech Co 11|Generic Tech Co 49,,A2,89875.16451089669,Singapore,,91,2020-06-28
21786,2.0,Senior Data Scientist,Tailwind|Azure|Kubernetes|Tableau,Master,,,,Upper-Intermediate,90831.42279037106,Dubai,Yes,60,2021-10-10
21787,1.0,Principal Engineer,Azure|Kafka|Tailwind|Airflow|PySpark|Kubernetes|AWS,Master,Online University F,Generic Tech Co 1|Generic Tech Co 4|Generic Tech Co 71,,Beginner,47055.11735901649,Seattle,No,87,2023-04-21
21788,3.0,Software Developer Intern,JavaScript|Java|C#|R,PhD,Generic State University 60,Generic Tech Co 7|Netflix,,A1,89508.59982219925,Remote,No,86,2023-04-18
21789,4.0,Senior Software Engineer,TensorFlow|Redux|Next.js|Jenkins|Svelte|Pandas|Spring|Go|Scikit-learn|LightGBM,M.A.,Online University F,Generic Tech Co 26|Amazon,GCP-ACE|Agile-Certified|Azure-AZ104,,90275.98974928341,Dubai,No,90,2023-04-09
21790,9.0,Engineering Manager,Azure|Webpack|PostgreSQL|Ansible|Redis|TypeScript|NumPy|R|HTML,Bachelor,Generic State University 36,Generic Tech Co 80|Generic Tech Co 39|Generic Tech Co 83,HIPAA|AWS-DOP,A1,112629.64797508958,Amsterdam,Yes,100,2022-01-09
21791,17.0,Junior ML Engineer,TensorFlow|Kafka|Tableau|Next.js|Grafana|Express|Ansible|CSS|SASS|NumPy|R,Bachelor,Generic State University 75,SpaceX|Generic Tech Co 90,,Bilingual,206522.60585539293,Munich,,88,2020-02-21
21792,11.0,Senior Frontend Developer,JavaScript|Airflow|Svelte|Spring|Redis|Nginx,Master,Online University Z,Generic Tech Co 47,HIPAA,Beginner,173826.00810174306,Sydney,,100,2020-07-07
21793,5.0,ML Engineer,Git|JavaScript|REST API|RabbitMQ|dbt|Svelte|Testing|Pandas|GitLab-CI|Nginx|SQL,Bachelor,Generic State University 66,Snapp|Generic Tech Co 32|Generic Tech Co 50|Generic Tech Co 39|Generic Tech Co 66,Azure-AZ900,B2,70985.16702472001,Tehran,No,100,2022-01-12
21794,4.0,Backend Developer,Redux|Tailwind|Webpack|GCP|Linux,Bachelor,,Generic Tech Co 90|Generic Tech Co 91,HIPAA|CISSP|AWS-CSA,A1,79683.83744111028,Shiraz,No,86,2022-02-13
21795,3.0,Database Administrator,Python|Kafka|Scrum|Airflow|Spark|PySpark,High School,TU Munich,,GCP-PCA|AWS-DOP|CISSP|AWS-DevOps,A2,61239.838927120014,Munich,No,88,2020-08-08
21796,7.0,Junior Software Engineer,Git|Kafka|dbt|Java|Spring|MySQL,Bachelor,,Generic Tech Co 79|Generic Tech Co 60|Microsoft,,A2,101526.2130185896,Paris,Yes,76,2021-10-14
21797,7.0,CTO,TensorFlow|Azure|C#|Tailwind|Next.js|Ansible|CSS|TypeScript|Spark|NumPy|R,Bachelor,Generic State University 12,,Terraform-Associate|AWS-DOP|Azure-AZ900,A1,80658.82196006848,Tehran,Yes,92,2022-10-27
21798,6.0,Senior Data Scientist,RabbitMQ|Python|Django|Airflow,PhD,Generic State University 10,Generic Tech Co 68|Google|Generic Tech Co 5,Docker-Certified|Azure-AZ104|AWS-DevOps|Azure-AZ900,B1,100295.7509575061,Toronto,No,100,2023-02-13
21799,12.0,Senior Data Scientist,Python|PyTorch|Express|Prometheus|Jenkins|CSS|Svelte|Django|SASS|TypeScript,Master,,Generic Tech Co 63|Generic Tech Co 89,,Beginner,160872.66949709243,Boston,Yes,74,2023-07-27
21800,5.0,Director of Engineering,Grafana|Express|Prometheus|Jenkins|Ansible|Redis|Spring,Bachelor,,Generic Tech Co 75|Virgool|Generic Tech Co 87|Amazon|Generic Tech Co 82,CEH|Kubernetes-CKAD|Azure-AZ104,A2,101470.32013768498,San Francisco,No,91,2020-12-29
21801,,DevOps Engineer,Redux|REST API|JavaScript|GraphQL|Power BI|Docker|Vue,Bachelor,Generic State University 60,Generic Tech Co 10|Shopify|Generic Tech Co 12,,A2,77863.0302514147,Tehran,No,75,2022-01-13
21802,4.0,Lead Architect,XGBoost|Tailwind|YAML|Kubernetes,Master,Generic State University 56,Generic Tech Co 89|Generic Tech Co 33|Generic Tech Co 6|Generic Tech Co 9|Generic Tech Co 40|Generic Tech Co 81,,A1,85763.63428405482,Isfahan,,88,2021-11-10
21803,5.0,Senior Full Stack Developer,FastAPI|Svelte|MySQL|TypeScript|PySpark,Bachelor,,Generic Tech Co 20|Generic Tech Co 77|Generic Tech Co 22|Generic Tech Co 95,,Elementary,96691.88612623606,Dubai ,No,77,2021-06-21
21804,5.0,Database Administrator,REST API|Node.js|MongoDB|GCP|Pandas|YAML|HTML,Bachelor,,Generic Tech Co 67|Generic Tech Co 79|Generic Tech Co 22,Terraform-Associate|HIPAA|AWS-SAP|AWS-DevOps,A2,121608.53878254778,Qom,No,88,2021-07-13
21805,6.0,VP Engineering,React|REST API|PyTorch|Grafana|Tailwind|MongoDB|dbt|XGBoost|Scikit-learn|Linux|Kubernetes,Bachelor,,Generic Tech Co 43|Generic Tech Co 79|Generic Tech Co 12|Generic Tech Co 61,,C2,64973.07153968454,Tabriz,No,75,2023-03-23
21806,13.0,Senior Frontend Developer,JSON|Terraform|Azure|JavaScript|Airflow|Ansible|Go|YAML|PySpark|HTML|Vue,PhD,,Generic Tech Co 58|Generic Tech Co 51|Netflix|Generic Tech Co 34,Kubernetes-CKAD,Upper-Intermediate,179736.56747307756,Munich,,86,2024-01-06
21807,9.0,Junior Data Analyst,Redux|REST API|JSON|Scrum|Grafana|Node.js|Tableau|Tailwind|Airflow|RabbitMQ|PyTorch,High School,Generic State University 94,Generic Tech Co 70|Generic Tech Co 57,,B1,121010.20990291728,Dubai,Yes,85,2024-01-04
21808,8.0,Senior Full Stack Developer,JavaScript|Python|Tailwind|Node.js|Power BI|Jenkins|Vue|R|Kubernetes,Master,Generic State University 17,,,Fluent,96988.3208988062,Istanbul,No,75,2021-02-27
21809,4.0,Junior ML Engineer,Scrum|Tailwind|FastAPI|Tableau|MongoDB|Docker|Svelte|XGBoost|TypeScript|Kubernetes,Bachelor,Sorbonne University,Generic Tech Co 26|Generic Tech Co 37|Generic Tech Co 34,,,98788.35243635705,Dubai,Yes,79,2023-06-09
21810,6.0,CTO,RabbitMQ|Communication|Express|Spark,High School,Generic State University 53,Generic Tech Co 69,,C2,87903.79989598934,Manchester,,85,2022-01-10
21811,7.0,Principal Engineer,Redux|Python|Scrum|Docker|Jenkins|XGBoost|Redis|Spring|Problem-Solving|Linux,Bachelor,Generic State University 4,Generic Tech Co 43|Generic Tech Co 30|Digikala|Generic Tech Co 96,,A2,113702.68828330973,Berlin,No,86,2023-11-04
21812,11.0,Web Developer,Go|SASS|Webpack|GCP,Ph.D.,Generic State University 37,Generic Tech Co 26|Generic Tech Co 64|Generic Tech Co 78|Virgool,PMP|Terraform-Associate|AWS-DOP,C2,147335.09859501675,Seattle,Yes,100,2021-09-01
21813,6.0,Junior DevOps Engineer,TensorFlow|JavaScript|Kafka|PyTorch|Next.js|XGBoost|Angular|Nginx|R|PySpark|HTML,Bachelor,Generic State University 64,Generic Tech Co 7|Cafe Bazaar|Generic Tech Co 32|Generic Tech Co 17|Generic Tech Co 80,Kubernetes-CKAD|HIPAA|GCP-PCA,Elementary,113395.99863911195,Karaj,Yes,98,2022-10-10
21814,6.0,Senior Software Engineer,Git|Redux|Terraform|C#|Airflow|CSS|XGBoost|SASS|Kubernetes,Bachelor,Generic State University 58,Generic Tech Co 63|Generic Tech Co 18|Generic Tech Co 10|Shopify|Generic Tech Co 70,PMP|AWS-SAP|CFA,C2,80797.04905957091,Seattle,Yes,95,2023-10-02
21815,4.0,Senior DevOps Engineer,Terraform|PyTorch|Docker|Webpack|Vue|NumPy|Linux|Kubernetes,Bachelor,Generic State University 89,Generic Tech Co 49|Generic Tech Co 100|Generic Tech Co 25|Generic Tech Co 59,GCP-PCA|Kubernetes-CKA|Scrum-Master,B2,77756.9758537261,New York,Yes,100,2021-12-07
21816,,Senior DevOps Engineer,Redux|Terraform|Kafka|Tailwind|Tableau|dbt|Vue|Scikit-learn,Master,Generic State University 97,Generic Tech Co 46|Generic Tech Co 73|Generic Tech Co 55|Generic Tech Co 9|Generic Tech Co 81|Generic Tech Co 3,Azure-AZ305|HIPAA|AWS-DevOps,C2,74868.01457085073,Shiraz,No,88,2021-01-23
21817,8.0,Software Engineer,Redux|Grafana|GCP|TypeScript|Problem-Solving,PhD,Online University R,Generic Tech Co 45|Generic Tech Co 73,,B1,136236.7276019105,Berlin,Yes,87,2022-03-29
21818,7.0,Backend Developer,Redux|CICD|Airflow|Node.js|GitLab-CI,Bachelor,,Generic Tech Co 63|Generic Tech Co 60|Generic Tech Co 22|Generic Tech Co 27|Generic Tech Co 66,HIPAA|AWS-DOP,B1,100466.83163568645,Remote,No,87,2021-03-19
21819,3.0,SOFTWARE ENGINEER,Kubernetes|Pandas|TypeScript|Next.js,Bachelor,Generic State University 22,,GCP-PCA|Azure-AZ305|CISSP,B2,61600.53724867802,Tehran,,91,2023-03-08
21820,2.0,Lead Architect,React|RabbitMQ|GCP|Vue|Problem-Solving|NumPy|R|Kubernetes,Master,Generic State University 21,Generic Tech Co 26|Generic Tech Co 93|Generic Tech Co 72|Generic Tech Co 5,CFA|Terraform-Associate|Docker-Certified|PMP,C1,94022.592364413,Berlin,No,98,2022-01-23
21821,4.0,Senior DevOps Engineer,Agile|Express|Docker|Flask|Linux|HTML,Bachelor,,Apple|Generic Tech Co 3|Microsoft|Generic Tech Co 8,PMP|Docker-Certified|AWS-CSA,C1,70910.18982149402,Isfahan,No,88,2022-04-01
21822,3.0,Tech Lead,PyTorch|Next.js|Flask|Webpack|CSS|Java|Go,Bachelor,Sorbonne University,Generic Tech Co 86|Generic Tech Co 76|Microsoft|Generic Tech Co 39|Generic Tech Co 70|Generic Tech Co 62,,A1,71775.29069256505,Manchester,No,86,2022-11-25
21823,7.0,Data Analyst,TensorFlow|Kafka|Tableau|Scrum|Node.js|Jenkins|CSS|TypeScript|Spring|R|HTML,Master,University of Oxford,,Azure-AZ305|Kubernetes-CKAD,A1,81849.74924435234,Shiraz,,88,2022-10-19
21824,9.0,Director of Engineering,TensorFlow|Tailwind|Node.js|CSS|dbt|Angular|Pandas|Spring|Go|YAML|Linux,Bachelor,Generic State University 12,Generic Tech Co 26|Snapp|Apple|Generic Tech Co 47|Generic Tech Co 1,CEH,C2,114483.0747622181,Austin,No,97,2022-04-07
21825,12.0,Database Administrator,Python|JavaScript|Tableau|FastAPI|GraphQL|Spark|TypeScript|Scikit-learn,Bachelor,,Generic Tech Co 47|Virgool|Generic Tech Co 41|Generic Tech Co 19,CEH|PCI-DSS|AWS-CSA|Azure-AZ900,Elementary,151668.00719306085,Singapore,Yes,85,2023-06-13
21826,3.0,ML Engineer,Nginx|XGBoost|Agile|Git,PhD,Generic State University 76,Generic Tech Co 45|Generic Tech Co 10,,C2,71145.1341156773,Singapore,No,91,2022-07-07
21827,5.0,Junior Backend Developer,Terraform|Kafka|Agile|Next.js|MongoDB|Docker|SASS|Vue|Scikit-learn|HTML,High School,Generic State University 79,,GCP-PCA|Docker-Certified|AWS-SAP|Azure-AZ900,Elementary,83243.03598673263,Qom,Yes,88,2020-01-25
21828,9.0,Junior Full Stack Developer,Tailwind|Grafana|Flask|CSS|Pandas|Redis|Vue|Scikit-learn|Kubernetes,Bachelor,Generic State University 43,Generic Tech Co 2|Generic Tech Co 35|Virgool|Generic Tech Co 59|Generic Tech Co 38,,C2,137099.72442316444,Toronto,,88,2024-02-21
21829,4.0,Solutions Architect (Senior),TensorFlow|JSON|CICD|Tableau|Power BI|SASS|Java|Redis|LightGBM|PySpark,Bachelor,Generic State University 9,Generic Tech Co 39|Generic Tech Co 25,,A1,87362.98819369564,Remote,,94,2021-10-10
21830,4.0,Junior ML Engineer,REST API|Python|Azure|PyTorch|Flask|GCP|Angular|Java|PySpark|Kubernetes,Bachelor,Generic State University 41,,Kubernetes-CKAD|Kubernetes-CKA|Docker-Certified,C1,73993.07265518642,Toronto,,85,2023-08-10
21831,4.0,DevOps Engineer,Django|Pandas|Spring|TypeScript|GitLab-CI|Linux,PhD,Generic State University 55,Generic Tech Co 100|Generic Tech Co 47|Generic Tech Co 73|Netflix|Generic Tech Co 52|Airbnb,,B2,72097.6640688327,Singapore,,84,2020-05-01
21832,6.0,Senior Data Scientist,XGBoost|Agile|Testing|Ansible,Master,UC Berkeley,Generic Tech Co 8|Generic Tech Co 52,,A1,105900.98004700415,Boston,,89,2022-04-17
